,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,Scifi,Thriller,War,Western
13,0.16049382716049396,0.08333333333333344,0.07839506172839515,0.09691358024691367,0.04444444444444454,0.009259259259259361,1e-16,0.3055555555555557,0.021604938271605038,1e-16,1e-16,0.032098765432098865,0.01234567901234578,0.04444444444444454,0.0308641975308643,0.05555555555555565,0.01234567901234578,0.01234567901234578
14,0.1250000000000001,0.01515151515151525,0.08712121212121221,0.06439393939393949,0.28787878787878796,0.034090909090909186,1e-16,0.07954545454545464,1e-16,1e-16,0.11363636363636373,0.026515151515151613,0.01515151515151525,1e-16,0.0606060606060607,0.090909090909091,1e-16,1e-16
15,0.08697916666666676,0.05312500000000009,0.016666666666666767,1e-16,0.4270833333333334,0.010416666666666767,0.0156250000000001,0.15625000000000008,0.010416666666666767,0.010416666666666767,0.045312500000000096,0.010416666666666767,1e-16,0.010416666666666767,0.045312500000000096,0.1015625000000001,1e-16,1e-16
16,0.07471264367816101,0.05172413793103458,0.022988505747126537,0.022988505747126537,0.15517241379310356,0.06609195402298859,1e-16,0.08333333333333343,1e-16,0.028735632183908143,0.10344827586206906,0.011494252873563319,0.011494252873563319,0.043103448275862155,0.14942528735632193,0.15804597701149437,0.017241379310344928,1e-16
17,0.030555555555555655,0.019444444444444542,0.01111111111111121,1e-16,0.45555555555555566,0.04166666666666676,0.016666666666666767,0.2000000000000001,0.016666666666666767,0.01111111111111121,0.008333333333333434,0.019444444444444542,1e-16,0.10555555555555565,0.04166666666666676,1e-16,0.02222222222222232,1e-16
18,0.13333333333333344,0.13333333333333344,1e-16,1e-16,1e-16,1e-16,1e-16,0.3000000000000001,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.2583333333333334,0.1250000000000001,0.0500000000000001,1e-16
19,0.09649122807017553,0.017543859649122907,0.010526315789473785,0.010526315789473785,0.2649122807017545,1e-16,1e-16,0.3333333333333334,1e-16,1e-16,1e-16,0.010526315789473785,1e-16,0.15964912280701765,0.017543859649122907,0.052631578947368515,0.02631578947368431,1e-16
20,0.04411764705882363,0.10294117647058833,1e-16,1e-16,0.2254901960784315,0.08823529411764716,1e-16,0.0784313725490197,0.04411764705882363,0.2549019607843138,1e-16,1e-16,0.019607843137255002,1e-16,0.04411764705882363,0.049019607843137344,0.029411764705882453,0.019607843137255002
21,0.13725490196078446,0.058823529411764816,1e-16,1e-16,0.13235294117647073,0.01470588235294128,1e-16,0.34803921568627466,0.01470588235294128,1e-16,0.02941176470588246,1e-16,0.02941176470588246,0.09803921568627462,0.01470588235294128,0.10294117647058836,0.019607843137255006,1e-16
22,0.3437500000000001,0.0937500000000001,1e-16,1e-16,0.07291666666666675,0.0625000000000001,1e-16,0.08333333333333343,1e-16,1e-16,1e-16,1e-16,1e-16,0.0312500000000001,1e-16,0.1875000000000001,0.08333333333333343,0.04166666666666676
23,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.5000000000000001,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.5000000000000001,1e-16,1e-16
24,0.027777777777777877,0.027777777777777877,1e-16,0.04166666666666676,0.5069444444444445,1e-16,1e-16,0.1250000000000001,1e-16,1e-16,0.04166666666666676,0.08333333333333343,0.0486111111111112,0.0486111111111112,1e-16,0.020833333333333433,0.027777777777777877,1e-16
25,1e-16,1e-16,1e-16,1e-16,1e-16,0.1111111111111112,1e-16,0.27777777777777785,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.6111111111111112,1e-16,1e-16
26,0.10130718954248376,0.03758169934640533,1e-16,0.004901960784313826,0.08169934640522886,0.06535947712418311,1e-16,0.27450980392156876,0.004901960784313826,0.019607843137255006,0.12418300653594783,1e-16,0.016339869281045853,0.016339869281045853,0.10620915032679748,0.13725490196078444,0.009803921568627553,1e-16
27,0.02380952380952391,0.011904761904762005,1e-16,0.011904761904762005,0.5793650793650794,1e-16,1e-16,0.09920634920634928,1e-16,1e-16,0.14285714285714296,0.011904761904762005,1e-16,0.07936507936507946,0.02380952380952391,0.015873015873015973,1e-16,1e-16
28,0.025000000000000105,0.03333333333333344,1e-16,1e-16,0.17500000000000016,1e-16,1e-16,0.2916666666666668,1e-16,0.01666666666666677,1e-16,0.04166666666666677,0.04166666666666677,0.15000000000000013,0.05000000000000011,0.03333333333333344,0.04166666666666677,0.10000000000000012
29,0.15028248587570636,0.016949152542372985,0.012711864406779762,0.022598870056497276,0.2881355932203391,0.031073446327683718,0.016949152542372985,0.13333333333333344,0.004237288135593321,1e-16,0.016949152542372985,0.004237288135593321,0.0033898305084746772,0.08389830508474586,0.07627118644067805,0.086723163841808,0.04378531073446337,0.008474576271186543
30,0.06666666666666678,1e-16,1e-16,0.10000000000000012,0.30000000000000016,1e-16,1e-16,0.10000000000000012,1e-16,1e-16,1e-16,1e-16,1e-16,0.3666666666666668,1e-16,0.06666666666666678,1e-16,1e-16
31,0.04166666666666676,1e-16,0.04166666666666676,0.04166666666666676,0.22916666666666677,0.04166666666666676,1e-16,0.35416666666666674,1e-16,1e-16,1e-16,1e-16,1e-16,0.1250000000000001,0.04166666666666676,0.08333333333333343,1e-16,1e-16
32,0.2708333333333335,0.14583333333333345,1e-16,1e-16,0.3333333333333335,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.06250000000000011,0.18750000000000014,1e-16,1e-16
33,0.04166666666666676,0.23958333333333343,1e-16,0.07291666666666675,0.0625000000000001,1e-16,1e-16,0.17708333333333343,0.08333333333333343,1e-16,1e-16,0.0312500000000001,1e-16,0.04166666666666676,0.04166666666666676,1e-16,0.20833333333333343,1e-16
34,0.1982758620689656,0.07471264367816102,0.01149425287356332,0.02298850574712654,0.1982758620689656,1e-16,1e-16,0.04310344827586217,0.03735632183908056,1e-16,0.01149425287356332,1e-16,0.01724137931034493,0.031609195402298944,0.2471264367816093,0.08333333333333344,0.01149425287356332,0.01149425287356332
35,1e-16,1e-16,1e-16,1e-16,0.6666666666666667,1e-16,1e-16,0.16666666666666677,1e-16,1e-16,1e-16,1e-16,1e-16,0.16666666666666677,1e-16,1e-16,1e-16,1e-16
36,0.12857142857142873,0.1246031746031747,0.039682539682539784,0.12698412698412712,0.23412698412698424,1e-16,1e-16,0.07142857142857154,0.04365079365079375,1e-16,0.015873015873015976,0.015873015873015976,0.039682539682539784,0.009523809523809627,0.088888888888889,0.02777777777777788,0.03333333333333344,1e-16
37,0.01666666666666677,0.01666666666666677,0.022222222222222324,0.022222222222222324,0.4722222222222224,1e-16,1e-16,0.14444444444444457,0.022222222222222324,1e-16,1e-16,1e-16,1e-16,0.26666666666666683,0.01666666666666677,1e-16,1e-16,1e-16
38,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.8750000000000001,1e-16,1e-16,1e-16,1e-16,0.1250000000000001,1e-16,1e-16
39,0.13768115942029,0.03623188405797111,0.04710144927536242,0.04710144927536242,0.1775362318840581,0.021739130434782712,0.08695652173913054,0.10869565217391315,1e-16,0.04347826086956532,1e-16,0.04710144927536242,0.021739130434782712,0.04347826086956532,0.04347826086956532,0.03623188405797111,0.021739130434782712,0.07971014492753634
40,0.10555555555555565,0.016666666666666767,0.08888888888888898,0.08888888888888898,0.02222222222222232,0.05555555555555565,0.06666666666666676,0.28888888888888903,1e-16,0.03333333333333343,1e-16,1e-16,1e-16,1e-16,0.08333333333333343,0.1500000000000001,1e-16,1e-16
41,1e-16,1e-16,0.16666666666666677,0.16666666666666677,0.2500000000000001,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.16666666666666677,1e-16,0.2500000000000001,1e-16,1e-16,1e-16,1e-16
42,0.3333333333333334,1e-16,1e-16,1e-16,1e-16,0.05555555555555565,1e-16,0.22222222222222232,1e-16,1e-16,1e-16,1e-16,1e-16,0.1111111111111112,1e-16,0.16666666666666677,0.1111111111111112,1e-16
43,0.09727891156462597,0.05646258503401371,0.014795918367347042,0.038605442176870855,0.09472789115646271,0.0314625850340137,0.010204081632653163,0.24319727891156473,0.018707482993197383,0.0025510204081633657,0.0892857142857144,0.02159863945578241,0.017006802721088538,0.06666666666666676,0.07006802721088445,0.07602040816326541,0.03945578231292527,0.011904761904762006
44,0.08333333333333343,0.035714285714285816,1e-16,1e-16,0.5476190476190478,1e-16,1e-16,0.07142857142857154,0.035714285714285816,1e-16,1e-16,1e-16,1e-16,0.07142857142857154,0.035714285714285816,1e-16,1e-16,0.11904761904761915
45,1e-16,1e-16,0.058333333333333424,0.058333333333333424,0.3083333333333334,0.08333333333333343,1e-16,0.21666666666666676,1e-16,1e-16,1e-16,0.025000000000000102,1e-16,0.0500000000000001,1e-16,0.06666666666666676,0.13333333333333344,1e-16
46,0.11904761904761915,1e-16,0.07142857142857154,0.07142857142857154,0.142857142857143,0.11904761904761915,1e-16,0.26190476190476203,1e-16,1e-16,0.142857142857143,1e-16,1e-16,1e-16,1e-16,0.07142857142857154,1e-16,1e-16
47,0.14137931034482767,0.053735632183908144,0.021551724137931137,0.021551724137931137,0.1916666666666668,0.008620689655172514,0.008620689655172514,0.18678160919540238,0.004310344827586307,0.014367816091954122,0.05517241379310355,0.005747126436781709,1e-16,0.031609195402298944,0.14856321839080472,0.05172413793103458,0.04885057471264377,0.005747126436781709
48,0.025641025641025744,0.009615384615384717,1e-16,0.019230769230769332,0.1217948717948719,1e-16,1e-16,0.3974358974358976,0.009615384615384717,0.019230769230769332,1e-16,0.13141025641025653,0.012820512820512922,0.12179487179487192,0.028846153846153952,0.012820512820512922,0.07692307692307702,0.012820512820512922
49,0.08333333333333343,0.21428571428571438,1e-16,0.08333333333333343,0.08333333333333343,0.035714285714285816,1e-16,0.07142857142857154,0.04761904761904772,1e-16,0.035714285714285816,1e-16,0.17857142857142871,0.08333333333333343,1e-16,0.08333333333333343,1e-16,1e-16
50,0.0510752688172044,0.024193548387096878,0.00806451612903236,0.00806451612903236,0.20698924731182808,0.037634408602150636,1e-16,0.33602150537634423,1e-16,0.01612903225806462,1e-16,0.024193548387096878,0.037634408602150636,0.08333333333333344,0.00806451612903236,0.09139784946236569,0.034946236559139886,0.032258064516129135
51,0.03333333333333343,1e-16,0.0500000000000001,0.0500000000000001,0.1500000000000001,0.03333333333333343,1e-16,0.4166666666666668,1e-16,1e-16,0.0500000000000001,1e-16,0.03333333333333343,0.11666666666666675,1e-16,0.03333333333333343,0.03333333333333343,1e-16
52,0.1111111111111112,0.05555555555555565,1e-16,1e-16,0.22222222222222232,1e-16,1e-16,0.08333333333333343,1e-16,1e-16,0.2500000000000001,0.08333333333333343,0.05555555555555565,1e-16,1e-16,0.13888888888888898,1e-16,1e-16
53,0.20833333333333345,0.10833333333333345,0.029166666666666768,0.05416666666666677,0.11666666666666677,1e-16,1e-16,0.15833333333333346,1e-16,1e-16,1e-16,0.029166666666666768,1e-16,0.08333333333333344,1e-16,0.18333333333333346,0.029166666666666768,1e-16
54,0.020833333333333433,1e-16,1e-16,1e-16,0.20833333333333345,0.1250000000000001,1e-16,0.5416666666666667,1e-16,0.020833333333333433,1e-16,1e-16,1e-16,1e-16,1e-16,0.04166666666666676,0.04166666666666676,1e-16
55,1e-16,1e-16,0.05303030303030312,0.06818181818181827,0.32575757575757586,0.04545454545454555,1e-16,0.3181818181818183,1e-16,1e-16,1e-16,0.02272727272727283,0.04545454545454555,1e-16,0.04545454545454555,0.07575757575757584,1e-16,1e-16
56,0.11904761904761914,0.07142857142857152,1e-16,1e-16,0.14285714285714296,1e-16,1e-16,0.5476190476190478,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.07142857142857152,0.047619047619047714,1e-16
57,1e-16,0.04166666666666677,0.06250000000000011,1e-16,0.5416666666666669,1e-16,1e-16,0.18750000000000014,1e-16,1e-16,1e-16,0.06250000000000011,1e-16,0.06250000000000011,0.04166666666666677,1e-16,1e-16,1e-16
58,1e-16,1e-16,1e-16,1e-16,0.3125000000000001,1e-16,1e-16,0.3750000000000001,1e-16,1e-16,1e-16,1e-16,1e-16,0.1250000000000001,1e-16,0.1875000000000001,1e-16,1e-16
59,0.2622222222222223,0.09555555555555566,1e-16,0.01111111111111121,0.2027777777777779,0.016666666666666767,1e-16,0.08444444444444454,0.036111111111111205,1e-16,0.036111111111111205,1e-16,1e-16,0.03888888888888898,0.08166666666666678,0.10555555555555565,0.02888888888888899,1e-16
60,1e-16,1e-16,1e-16,1e-16,0.13888888888888898,0.1111111111111112,1e-16,0.3611111111111112,1e-16,0.05555555555555565,1e-16,0.05555555555555565,0.1111111111111112,0.05555555555555565,1e-16,0.1111111111111112,1e-16,1e-16
61,0.05133333333333343,0.14133333333333345,0.13000000000000014,0.30333333333333345,0.12000000000000012,1e-16,1e-16,0.1080000000000001,0.03333333333333343,1e-16,1e-16,0.046666666666666766,1e-16,1e-16,0.03466666666666677,1e-16,0.018000000000000103,0.013333333333333435
62,0.13333333333333344,1e-16,0.0500000000000001,1e-16,0.0500000000000001,0.10833333333333342,1e-16,0.38333333333333347,1e-16,0.025000000000000102,1e-16,1e-16,0.025000000000000102,0.1000000000000001,0.0500000000000001,0.0750000000000001,1e-16,1e-16
63,1e-16,1e-16,0.03703703703703713,0.05555555555555565,0.5370370370370371,0.05555555555555565,1e-16,0.05555555555555565,1e-16,1e-16,1e-16,0.05555555555555565,1e-16,0.16666666666666677,1e-16,0.03703703703703713,1e-16,1e-16
64,0.14583333333333345,1e-16,0.04166666666666677,0.04166666666666677,0.06250000000000011,0.06250000000000011,1e-16,0.39583333333333354,1e-16,1e-16,1e-16,0.04166666666666677,1e-16,0.06250000000000011,1e-16,1e-16,0.14583333333333345,1e-16
65,0.06190476190476201,0.08571428571428581,1e-16,1e-16,0.13095238095238107,0.07738095238095248,1e-16,0.2702380952380954,1e-16,0.05357142857142867,1e-16,1e-16,0.035714285714285816,0.035714285714285816,0.08571428571428581,0.05357142857142867,0.08571428571428581,0.023809523809523912
66,0.11458333333333341,0.08333333333333343,1e-16,1e-16,0.052083333333333426,0.0312500000000001,1e-16,0.2500000000000001,1e-16,1e-16,0.020833333333333433,1e-16,0.020833333333333433,0.020833333333333433,0.10416666666666675,0.22916666666666677,0.052083333333333426,0.020833333333333433
67,0.07051282051282062,0.09615384615384627,0.07051282051282062,0.07051282051282062,0.14102564102564116,1e-16,1e-16,0.13461538461538475,0.12820512820512833,0.025641025641025744,1e-16,1e-16,1e-16,0.1153846153846155,0.04487179487179497,0.10256410256410267,1e-16,1e-16
68,0.40000000000000013,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.1666666666666668,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.13333333333333347,0.23333333333333345,0.06666666666666678,1e-16
69,0.14285714285714296,0.07142857142857152,0.047619047619047714,0.047619047619047714,0.10714285714285723,1e-16,1e-16,0.07142857142857152,0.03571428571428581,0.07142857142857152,1e-16,0.047619047619047714,1e-16,0.14285714285714296,0.07142857142857152,0.14285714285714296,1e-16,1e-16
70,0.5476190476190477,0.16666666666666677,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.047619047619047714,0.09523809523809533,0.14285714285714296,1e-16,1e-16
71,0.049019607843137344,0.049019607843137344,1e-16,1e-16,0.22549019607843146,1e-16,1e-16,0.5294117647058825,1e-16,1e-16,1e-16,1e-16,1e-16,0.0784313725490197,1e-16,0.019607843137255002,0.049019607843137344,1e-16
72,0.12000000000000012,0.013333333333333435,1e-16,1e-16,0.35333333333333344,0.03333333333333343,1e-16,0.17333333333333345,1e-16,1e-16,1e-16,1e-16,1e-16,0.040000000000000105,0.020000000000000104,0.21333333333333346,0.03333333333333343,1e-16
73,0.0500000000000001,0.0500000000000001,1e-16,1e-16,0.4500000000000001,1e-16,1e-16,0.1000000000000001,0.1000000000000001,1e-16,1e-16,1e-16,1e-16,0.1500000000000001,1e-16,1e-16,1e-16,0.1000000000000001
74,0.05376344086021515,0.05376344086021515,0.037634408602150636,0.08602150537634419,0.33064516129032273,1e-16,1e-16,0.05913978494623666,0.034946236559139886,0.010752688172043112,1e-16,0.09408602150537644,1e-16,0.11021505376344097,0.02956989247311838,0.07795698924731193,0.010752688172043112,0.010752688172043112
75,0.2907407407407409,0.08703703703703715,0.027777777777777884,0.01851851851851862,0.09722222222222232,0.013888888888888992,1e-16,0.038888888888888994,0.06481481481481492,1e-16,0.01851851851851862,1e-16,1e-16,0.06203703703703715,0.17962962962962978,0.06481481481481492,0.03611111111111122,1e-16
76,0.09722222222222231,0.05555555555555565,1e-16,1e-16,0.3333333333333334,0.05555555555555565,1e-16,0.13888888888888898,1e-16,1e-16,1e-16,1e-16,0.04166666666666676,0.1250000000000001,1e-16,0.15277777777777787,1e-16,1e-16
77,0.12435897435897446,0.03461538461538472,0.019230769230769332,0.019230769230769332,0.04487179487179497,0.06410256410256421,1e-16,0.3076923076923078,0.019230769230769332,1e-16,1e-16,0.019230769230769332,1e-16,0.04102564102564113,0.06025641025641036,0.15384615384615397,0.09230769230769241,1e-16
78,0.024193548387096874,0.016129032258064616,1e-16,1e-16,0.1881720430107528,0.008064516129032358,1e-16,0.3145161290322582,1e-16,0.03494623655913988,0.07258064516129042,0.04301075268817214,0.016129032258064616,0.053763440860215145,0.0564516129032259,0.12365591397849471,0.016129032258064616,0.03225806451612913
79,0.10714285714285723,0.053571428571428666,0.03571428571428581,0.053571428571428666,0.39285714285714296,0.10714285714285723,1e-16,0.16071428571428584,1e-16,1e-16,0.03571428571428581,0.017857142857142957,1e-16,1e-16,1e-16,0.03571428571428581,1e-16,1e-16
80,0.0750000000000001,0.11666666666666674,1e-16,0.041666666666666755,0.041666666666666755,1e-16,1e-16,0.32500000000000007,1e-16,1e-16,1e-16,0.041666666666666755,0.08333333333333341,0.041666666666666755,0.03333333333333343,0.08333333333333341,0.11666666666666674,1e-16
81,0.388888888888889,0.12222222222222232,1e-16,0.03888888888888898,0.12222222222222232,0.03333333333333343,1e-16,0.03333333333333343,1e-16,1e-16,1e-16,1e-16,1e-16,0.02222222222222232,0.13333333333333344,0.08333333333333343,0.02222222222222232,1e-16
82,0.149122807017544,0.01754385964912291,0.026315789473684317,0.026315789473684317,0.10526315789473695,0.04385964912280712,1e-16,0.12280701754385978,1e-16,0.061403508771929925,1e-16,1e-16,0.09649122807017554,0.08771929824561414,0.061403508771929925,0.2017543859649124,1e-16,1e-16
83,0.4120370370370372,0.0925925925925927,1e-16,1e-16,0.013888888888888992,0.03240740740740751,1e-16,0.17129629629629642,1e-16,1e-16,1e-16,1e-16,1e-16,0.01851851851851862,0.0925925925925927,0.12962962962962976,0.03703703703703714,1e-16
84,0.1111111111111112,1e-16,1e-16,1e-16,0.3333333333333334,1e-16,1e-16,1e-16,1e-16,1e-16,0.44444444444444453,1e-16,1e-16,1e-16,1e-16,0.1111111111111112,1e-16,1e-16
85,0.3925925925925927,0.05925925925925936,1e-16,1e-16,1e-16,1e-16,1e-16,0.07407407407407417,1e-16,1e-16,0.05555555555555565,1e-16,1e-16,0.05925925925925936,0.1148148148148149,0.09259259259259268,0.15185185185185193,1e-16
86,0.0400000000000001,0.0400000000000001,1e-16,1e-16,0.1500000000000001,1e-16,1e-16,0.16666666666666677,1e-16,1e-16,1e-16,1e-16,0.0500000000000001,0.35666666666666674,0.0400000000000001,0.0500000000000001,0.10666666666666676,1e-16
87,0.06666666666666676,0.03333333333333343,1e-16,1e-16,0.02222222222222232,1e-16,0.06666666666666676,0.08888888888888898,1e-16,1e-16,0.03333333333333343,1e-16,0.1000000000000001,0.044444444444444536,0.1000000000000001,0.25555555555555565,0.12222222222222232,0.06666666666666676
88,0.10185185185185198,0.1407407407407409,1e-16,0.06203703703703715,0.2750000000000002,1e-16,1e-16,0.03240740740740752,0.05740740740740752,1e-16,1e-16,0.0740740740740742,1e-16,0.06481481481481494,0.08055555555555569,0.018518518518518625,0.046296296296296405,0.046296296296296405
89,0.03571428571428581,0.03571428571428581,1e-16,1e-16,0.21428571428571438,0.16666666666666677,1e-16,0.38095238095238104,1e-16,1e-16,1e-16,1e-16,1e-16,0.03571428571428581,1e-16,0.13095238095238104,1e-16,1e-16
90,0.027777777777777877,1e-16,1e-16,1e-16,0.2777777777777779,1e-16,1e-16,0.513888888888889,1e-16,1e-16,1e-16,1e-16,0.04166666666666676,0.1111111111111112,1e-16,1e-16,0.027777777777777877,1e-16
91,1e-16,0.0303030303030304,0.13636363636363646,0.10606060606060615,0.0303030303030304,0.13636363636363646,1e-16,0.04545454545454555,1e-16,0.28787878787878796,1e-16,0.0303030303030304,0.0606060606060607,1e-16,1e-16,0.13636363636363646,1e-16,1e-16
92,0.10714285714285723,0.10714285714285723,1e-16,1e-16,0.21428571428571438,1e-16,1e-16,0.19047619047619058,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.29761904761904767,0.08333333333333343,1e-16,1e-16
93,1e-16,0.04487179487179496,0.16666666666666677,0.25641025641025655,0.08974358974358983,1e-16,1e-16,0.1794871794871796,0.019230769230769332,1e-16,1e-16,0.14743589743589752,0.03846153846153856,0.03846153846153856,0.019230769230769332,1e-16,1e-16,1e-16
94,0.20833333333333348,0.09722222222222232,1e-16,1e-16,0.1666666666666668,0.08333333333333344,1e-16,0.138888888888889,1e-16,1e-16,0.05555555555555566,1e-16,1e-16,1e-16,0.15277777777777787,0.04166666666666677,0.05555555555555566,1e-16
95,0.16666666666666677,0.1111111111111112,1e-16,0.1111111111111112,0.1250000000000001,1e-16,1e-16,0.08333333333333343,0.15277777777777787,1e-16,1e-16,1e-16,1e-16,0.04166666666666676,0.1250000000000001,0.08333333333333343,1e-16,1e-16
96,0.16292517006802731,0.08979591836734706,0.07551020408163275,0.040816326530612346,0.1054421768707484,0.023809523809523912,1e-16,0.07482993197278923,0.018707482993197383,1e-16,0.12993197278911578,0.022108843537415067,0.005102040816326631,0.021088435374149762,0.10680272108843548,0.06972789115646269,0.032993197278911666,0.020408163265306225
97,0.1742424242424244,0.08333333333333343,0.015151515151515254,1e-16,0.24242424242424257,0.026515151515151617,1e-16,0.11742424242424254,1e-16,0.022727272727272832,1e-16,1e-16,1e-16,0.09848484848484859,0.0946969696969698,0.07954545454545464,0.04545454545454556,1e-16
98,0.07692307692307702,0.0641025641025642,0.1282051282051283,0.2307692307692309,0.17948717948717957,1e-16,1e-16,1e-16,0.02564102564102574,1e-16,0.03846153846153856,0.02564102564102574,0.02564102564102574,1e-16,0.02564102564102574,0.14102564102564114,1e-16,0.03846153846153856
99,1e-16,1e-16,1e-16,1e-16,0.3000000000000001,1e-16,1e-16,0.40000000000000013,1e-16,1e-16,0.1000000000000001,1e-16,1e-16,1e-16,1e-16,0.1000000000000001,0.1000000000000001,1e-16
100,0.20000000000000012,0.03333333333333344,1e-16,1e-16,0.08333333333333344,0.03333333333333344,1e-16,0.13333333333333347,1e-16,1e-16,0.10000000000000012,1e-16,1e-16,0.05000000000000011,0.2833333333333335,0.05000000000000011,0.03333333333333344,1e-16
101,0.41666666666666674,0.2500000000000001,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,1e-16,0.16666666666666677,1e-16,0.16666666666666677,1e-16,1e-16
102,0.09617486338797823,0.04289617486338807,1e-16,1e-16,0.06967213114754107,0.028688524590164032,1e-16,0.4084699453551913,0.012295081967213215,0.008196721311475511,0.03278688524590174,1e-16,0.028688524590164036,0.029234972677595727,0.03469945355191266,0.0860655737704919,0.10027322404371596,0.02185792349726786
103,1e-16,1e-16,1e-16,1e-16,1e-16,0.1111111111111112,1e-16,0.44444444444444453,1e-16,0.1111111111111112,1e-16,1e-16,1e-16,0.16666666666666677,1e-16,1e-16,0.16666666666666677,1e-16
104,0.31666666666666676,0.04102564102564113,1e-16,1e-16,0.15384615384615397,0.025641025641025744,1e-16,0.03846153846153856,0.019230769230769332,0.025641025641025744,1e-16,1e-16,0.025641025641025744,0.053846153846153946,0.07948717948717958,0.12820512820512833,0.03461538461538472,0.0576923076923078
