userID,gender,age,occupation,zip_code,actual_dev,actual_entropy,bias,bias_avg,bias_effect,bias_effect_avg,bias_ratio_in_error,bias_variance_ratio,dev,error,error_avg,filter_bubble,inflated_diversity,inflated_diversity_avg,pred_dev,pred_dev_avg,pred_entropy,pred_entropy_avg,stereotyping,stereotyping_avg,var_effect,var_effect_avg,variance_ratio_in_error
24,F,25,7,10023,0.3082367063518754,1.8030199685565926,3.040699640569553,3.040699640569553,1.9637772075261855,2.4748005110774773,1.8747565280958363,-0.22288144251356493,0.4596489023268857,1.6219170836321604,2.703164004264282,0.395274539612549,0.395274539612549,0.028458082061417086,0.23517774919898793,0.3039706262658862,2.1982945081691416,2.012781080458448,0.07305895715288746,0.0025470954303652643,-0.6777155221406204,0.29350322691154324,-0.4178484393437227
25,M,18,4,01609,0.45384190949739434,1.65787145889014,3.040699640569553,3.040699640569553,1.465554522994657,2.9558010146405618,6.153813626512535,-0.5540874927073152,0.6931135711569185,0.49411630333900225,3.005537784242564,0.43239316468966726,0.43239316468966726,0.3739803684506915,0.24563473602942046,0.3074505817443883,2.0902646235798072,2.0096541214330013,0.20820717346797388,0.14367049419095626,-1.6848136399192182,-1.1864827122678,-3.409751162902441
26,M,25,7,23112,0.27083039912416634,1.7730128237711686,3.040699640569553,3.040699640569553,0.6081085436358293,2.7133011151219875,2.9462326715274023,0.05721001393625045,0.5591714273606774,1.0320636485892938,2.6089945548630293,-0.13572040561497856,-0.13572040561497856,-0.022590795407246,0.39466520553709894,0.26248757755198515,1.63729241815619,2.097550424117763,-0.1238348064129326,0.006882350163237123,0.17395846881293586,-0.05153983264938656,0.16855401219751906
27,M,25,11,19130,0.4160859016415789,2.150977414347975,3.040699640569553,3.040699640569553,5.848694088595029,3.0469611933969576,1.4736306654553724,-1.547250681556001,0.7224992106054121,2.063406871103578,2.659905988725791,0.20717074651990908,0.20717074651990908,0.24345148654205928,0.29790635639094565,0.3094557029734568,2.3581481608678843,1.9980765036289316,0.11817954525063323,0.105265828899893,-4.704724591278328,-1.1287568266962662,-2.280076051487648
28,F,25,1,14607,0.23484860815992908,2.0066401356534893,3.040699640569553,3.040699640569553,1.3708323425357143,2.6625250939643026,2.2685126346793325,-0.0704699140076618,0.614239128121861,1.3403935222072825,2.664767980400352,0.1325561341810455,0.1325561341810455,-0.018852209139571075,0.29217259715920585,0.2639183846990913,2.139196269834535,2.0998602752344486,-0.057323988999276765,-0.030687267592678216,-0.21427784219406454,-0.1261657462801888,-0.1598618902911469
29,M,35,7,33407,0.4090587589974685,1.9219474706067483,3.040699640569553,3.040699640569553,1.9424485219322174,2.6807381004180257,5.563937389444004,-0.6682597293973264,1.7490507503729746,0.546501412172326,3.2937009529627814,0.16097948695842734,0.16097948695842734,0.30871476868569725,0.35416520607586827,0.31227434174889535,2.0829269575651757,2.0114817185404337,0.05489355292160025,0.09503207720499787,-2.031977118985557,-0.35799890680249746,-3.7181552942535165
30,F,35,7,19143,0.5816694097879809,0.6931471805600046,3.040699640569553,3.040699640569553,-0.5566062406204286,5.318918866357494,2.564283937622988,0.16377062876366222,0.3014904865396136,1.1857889822404721,4.358468693562414,0.9276582020267289,0.9276582020267289,0.6771027187487472,0.3990677307743263,0.3763776708472603,1.6208053825867335,1.9177373582937016,0.1826016790136546,0.19626321797642202,0.4979772920175174,-2.30221586946171,0.4199543927930763
31,M,56,7,06840,0.3676030563304912,1.7495054137400998,3.040699640569553,3.040699640569553,3.6389367829852346,2.875666163741392,1.1495314936016345,-0.49611059536557023,5.926475500905374,2.645164275615136,3.237794648288766,0.5447834531274107,0.5447834531274107,0.20533906716046502,0.39227810137940017,0.2925082622880827,2.2942888668675105,2.054305193098718,-0.024675045048908995,0.07324225363815798,-1.5085233090108363,-0.3813220143210306,-0.5702947536821801
32,F,25,0,19355,0.5869290551959844,0.9009088732255274,3.040699640569553,3.040699640569553,0.19462674088721665,5.047147842217993,3.443797310261517,-0.22162599023210422,0.2769639012820752,0.8829496531370038,4.4467430422494685,0.9023176770609452,0.9023176770609452,0.7434486480509996,0.33168134601983756,0.35708055553081147,1.8032265502864726,1.9316234569117956,0.2552477091761468,0.22016503797839873,-0.6738980688396305,-2.057138846444218,-0.7632349890453657
33,M,45,3,55421,0.26499392677310096,2.1718739401472957,3.040699640569553,3.040699640569553,3.7050065546669844,2.6444359913997886,5.139735580474752,-1.1113380769830348,1.0365219675666928,0.5916062398464255,3.0639596898812496,0.18328542365241152,0.18328542365241152,0.05226120874566682,0.25549342188013674,0.2717044809987365,2.3551593637997073,2.0998547161816665,0.009500504892964223,-0.008503630864925065,-3.379245291233572,-0.08668910622940171,-5.711983856206093
34,F,18,0,02135,0.406138123887626,1.4265180108453785,3.040699640569553,3.040699640569553,2.937326793530544,3.024301944583716,0.5776464355050603,0.5535900030253966,0.46205588467924463,5.263945994769175,3.295902227923089,0.7542077504860609,0.7542077504860609,0.24119440498935008,0.24680048701751217,0.3138237926191969,2.1807257613314395,2.0130235884255656,0.15933763687011382,0.0909010280739165,1.6833009232222214,-0.04411740991666965,0.31977929197885596
35,M,45,1,02482,0.3149390240814968,2.1134722727664723,3.040699640569553,3.040699640569553,4.683895178765281,2.714702150632547,0.5054165272097261,0.30774325286854587,0.5732878472443774,6.01622518629628,2.7127913629911165,-0.10936274154403725,-0.10936274154403725,0.09491586942336791,0.35200332273938933,0.2585885214302613,2.004109531222435,2.1075492841338312,-0.037064298657892514,0.05473799501973715,0.9357547983850925,-0.07606426334482454,0.15553852613704502
36,M,25,3,94123,0.17262699594892789,2.227572367922503,3.040699640569553,3.040699640569553,2.2198393279837405,3.1627359004035984,1.4502180991052052,-0.07679186186037304,0.34614573866609966,2.0967188607325244,2.7294302539462154,-0.12516365290796605,-0.12516365290796605,-0.11631515350563093,0.2063779478207415,0.23051666792662207,2.102408715014537,2.176111958496016,-0.03375095187181362,-0.06168654219187235,-0.23350098675750308,-0.19177161431192366,-0.1113649479338997
37,F,25,9,66212,0.4431127936708439,1.5506596599603166,3.040699640569553,3.040699640569553,1.2847458912667769,2.4054297594416036,0.6719379588688607,0.8047391941369625,7.75137624459587,4.525268442473859,2.994180293144579,-0.0861785602626921,-0.0861785602626921,0.5099203193590001,0.5212853105805937,0.3050768318355365,1.4644810996976245,2.0738796006857503,-0.0781725169097498,0.1359970086846445,2.4469701783644937,-0.5801376220478676,0.5407348115301625
38,F,18,4,02215,0.29338898492461746,1.834353491841568,3.040699640569553,3.040699640569553,1.4027694943187083,2.7264980872698334,0.7261071082870026,0.8244116889367936,1.910775308410322,4.18767369974249,3.193625865012129,-0.2957703784511756,-0.2957703784511756,-0.0015151222286040244,0.43975523019137935,0.2896418889689136,1.5385831133903924,2.0412307597572017,-0.1463662452667619,0.002555876912600301,2.5067883262314465,0.022887249552294212,0.5986111874918991
39,M,18,4,61820,0.48075417435908147,1.4879095461526473,3.040699640569553,3.040699640569553,0.7050334053071196,3.149418838016437,4.5360828629024175,-0.2649028653385141,0.4004401952845646,0.6703359996876155,3.685771561016336,0.7276293227062207,0.7276293227062207,0.4739279932076266,0.16791924209352033,0.3299367869876974,2.215538868858868,2.0014584410265677,0.31283493226556114,0.14867497595705584,-0.8054900474206645,-0.7494004563943227,-1.2016213477957807
40,M,45,0,10543,0.4488991265549261,2.052530809404916,3.040699640569553,3.040699640569553,3.4732625633174,2.753666768133671,1.3955096918845968,-0.7146314850315318,1.8652887754317613,2.1789168919802866,3.164184211491687,-0.014496158318623387,-0.014496158318623387,0.3229211359863824,0.3816966041682748,0.32868783650524547,2.0380346510862926,1.943460166918133,0.06720252238665131,0.11810491677096088,-2.1729796996750648,0.02197911254797207,-0.9972751634873849
42,M,25,8,24502,0.339632888550382,2.1175720321841736,3.040699640569553,3.040699640569553,2.9706485258244695,3.009416576394085,0.9058236993260714,-0.023073329397490915,2.057428884219903,3.356833832932191,3.169918671698737,-0.26078834630067704,-0.26078834630067704,0.06793466054166514,0.37207246046981785,0.30921066442307865,1.8567836858834965,1.9851579995775441,-0.03243957191943586,0.02891818491352378,-0.07015906440569353,0.12010528009284119,-0.020900368590604217
43,M,25,12,60614,0.5043790707296916,0.8675632284815168,3.040699640569553,3.040699640569553,-0.21630213995490444,2.4758777861392955,5.350199333733948,-0.03902288426767147,0.2757100100841299,0.5683338976545055,2.9141177729922974,1.0004004167943128,1.0004004167943128,0.5554107114520916,0.30546607996503283,0.3367747069780005,1.8679636452758297,1.912838699166027,0.19891299076465874,0.1645095310691298,-0.1186568701666959,-0.8772190601167703,-0.20878020940927286
44,M,45,17,98052,0.33133243046126265,2.310426853270927,3.040699640569553,3.040699640569553,4.415747160749446,2.8312949342742586,2.04596077901889,-1.1093105748939767,0.6849657109618963,1.4861964470441489,2.836076707818913,-0.0009352404988827168,-0.0009352404988827168,0.06369349180065456,0.19213883926971717,0.2875185497604119,2.309491612772044,2.0220220358594503,0.13919359119154548,0.04205742988583637,-3.3730802663601187,-0.27132564599911285,-2.2696059279839726
45,F,45,16,94110,0.4255857449176956,1.4447537495276566,3.040699640569553,3.040699640569553,1.0402612625410468,3.450416848780937,1.2097821607202837,0.2621464744578902,3.2059537036543526,2.513427408087397,3.2566738507670574,0.04193472851694158,0.04193472851694158,0.1885191901970325,0.5343558026386963,0.333548693672335,1.4866884780445981,1.962609766284813,-0.10877005772100073,0.09027054485922893,0.7971086906606821,-0.5202636356565352,0.317140128294871
46,M,18,19,75602,0.7413139329887592,0.37677016125649676,3.040699640569553,3.040699640569553,16.063960638522346,7.061118881330887,15.877158334378398,-6.175162692737626,17.578146389434707,0.19151409695182073,3.788528957283828,0.6400239187770785,0.6400239187770785,1.0691048042534268,0.6365784864757114,0.3642906207830395,1.0167940800335753,1.8939864499631278,0.10473544651304789,0.30256373109447,-18.77681498026581,-5.2320999815847635,-98.04403581314175
48,M,25,4,92107,0.2942647188817809,2.565934732860362,3.040699640569553,3.040699640569553,8.354508054416703,2.8194210868989824,0.5688226093892342,-1.1273708716159418,0.5617416931120635,5.345602636706836,3.1438436985579865,-0.36071373226110204,-0.36071373226110204,0.030196484763708016,0.24236089664574512,0.28319028013704467,2.20522100059926,2.0734015118651823,0.05190382223603579,0.009640592058458993,-3.427996204111178,0.05685520226978838,-0.6412740409419954
49,M,18,12,77084,0.3956188965716886,2.1253096101459676,3.040699640569553,3.040699640569553,5.414173101240405,2.5425515635394023,0.526475350184645,-0.0750330169190992,1.328488599901468,5.775578361841863,3.2090110115464814,0.007360697678796768,0.007360697678796768,0.24802419680278945,0.3095289549521661,0.33771679970518137,2.1326703078247644,1.9509477263451125,0.08608994161952249,0.05637729905999,-0.22815286757675413,0.238931065343153,-0.039503033857893145
51,F,1,10,10562,0.6071024294075609,1.5890269151740202,3.040699640569553,3.040699640569553,8.699459071442528,4.388701567336781,0.46239894511290025,-1.1896159346677855,0.9765849045663236,6.575922529034165,3.481064178397704,-0.15098155183599204,-0.15098155183599204,0.6074610817206443,0.4160114444081931,0.35975919754525504,1.4380453633380281,1.895489545976388,0.19109098499936777,0.23623356688102862,-3.6172647449601483,-3.5483341856719255,-0.5500771532798808
52,M,18,4,72212,0.4609141770989962,1.647918433002208,3.040699640569553,3.040699640569553,0.5666043305149294,2.6341381037136684,1.2857904493315955,0.35119360376989023,1.777716740800343,2.3648485195625994,3.2504574254631415,0.17787240131262672,0.17787240131262672,0.3827855221388445,0.37763544616264627,0.32401725056604924,1.8257908343148348,1.9259222545443961,0.08327873093634991,0.13516799480825523,1.0678742647534312,-0.6099360348191631,0.45156138159366943
53,M,25,0,96931,0.1453097614102648,2.5001225907070053,3.040699640569553,3.040699640569553,4.51983423045819,3.0799295417040238,0.5947631551542119,0.1666692292389133,0.46840721070585717,5.112454620328914,2.608968872759132,-0.36941810314765133,-0.36941810314765133,-0.11908873215177267,0.20954255752673118,0.23062964265772393,2.130704487559354,2.1888075036248282,-0.06423279611646637,-0.09374374403978775,0.5067910654407681,-0.4514085066441637,0.0991287166492567
54,M,50,1,56723,0.4393503348005436,1.5242292935984025,3.040699640569553,3.040699640569553,3.6489729206289443,3.224423074790744,1.4147336687196201,-0.7417277581748977,0.4802621074432834,2.1493088825131905,3.1268095583505184,0.7229966365419069,0.7229966365419069,0.2826087030542096,0.2559568023325672,0.3354075084039239,2.2472259301403095,1.9521999259205405,0.1833935324679764,0.10209686263744178,-2.2553713276828717,-0.6843527808984483,-1.0493472325139521
56,M,35,20,60440,0.37131337907265716,1.9239383149174327,3.040699640569553,3.040699640569553,2.502052250655118,2.5464215711522526,0.6043567668882632,0.6755677762091223,0.3247815259657652,5.031299072277508,3.1490753239229172,0.0695063093921251,0.0695063093921251,0.2593895302368718,0.2112774500694281,0.2846009599163802,1.9934446243095578,2.080055073034345,0.16003592900322905,0.08541446146193656,2.0541986942994503,0.04561218222722555,0.4082839570436389
57,M,18,19,30350,0.37966809742210134,1.9791017289054826,3.040699640569553,3.040699640569553,5.1322054171392235,2.4327670088470903,0.31024426410757694,1.3613851395893448,0.3557405412737253,9.800985843577733,3.384298597994357,0.08914589479879842,0.08914589479879842,0.19101760635260678,0.23557966618692122,0.304978636657169,2.068247623704281,1.9767202713648049,0.14408843123518011,0.07283187739636457,4.139563304626051,0.7130949551455543,0.4223619307988872
58,M,25,2,30303,0.1824523922586425,2.3077886716833373,3.040699640569553,3.040699640569553,3.218357038884466,3.232431123122396,3.047479852872256,-0.7731637883596684,0.7740496228131082,0.997775141221586,2.8528884685725826,-0.04207025292808364,-0.04207025292808364,-0.11266028431712158,0.21473733182410612,0.23675200205080596,2.2657184187552537,2.1707990143642464,-0.03228493956546363,-0.058273990118156024,-2.3509588533666377,-0.5329251557827873,-2.356201067996478
59,F,50,1,55413,0.34296674154855084,1.9486439501072363,3.040699640569553,3.040699640569553,4.245753564511232,2.5421668645752207,1.8098073199284601,-0.9995881767167312,0.3645532862052542,1.6801234071092987,2.9009690462823357,0.04918089388061264,0.04918089388061264,0.1553711381988708,0.3082919507614707,0.28200793721569645,1.997824843987849,2.067834813429478,0.034674790787080134,0.05969062434521234,-3.039447409660139,-0.4340603773234816,-1.8090619991358832
60,M,50,1,72118,0.4222240600256773,2.2446059908974267,3.040699640569553,3.040699640569553,5.406250326899261,3.054956431768994,0.2623502828281964,1.7673364542932344,0.9000697752229081,11.590228178106429,2.8161937520718534,-0.2842481159873691,-0.2842481159873691,0.25060001898135825,0.2973275936631779,0.33938961155035197,1.9603578749100576,1.9522689708253187,0.1248964663624994,0.08131446050888044,5.373939321334906,-0.36884058339053477,0.46366121863641185
62,F,35,3,98105,0.21641105767298846,2.1082718840989947,3.040699640569553,3.040699640569553,2.523525297705177,3.0142192417888793,2.055298832469769,-0.3963146258423497,0.5021997592258705,1.4794440557900126,2.75619351656931,0.03148308386882137,0.03148308386882137,-0.054959778407780754,0.2946053616609769,0.23838274877829363,2.139754967967816,2.1340194527884826,-0.07819430398798843,-0.02376672573978589,-1.2050737403512897,-0.4001403242141153,-0.8145449877844748
63,M,18,4,54902,0.3121457104672396,1.9162233911432835,3.040699640569553,3.040699640569553,2.78997891018938,2.8222169441356106,0.857367318889542,0.13873147320692603,0.3144882064804779,3.5465541706299843,2.818032905632771,-0.00797913215728241,-0.00797913215728241,0.120733435602696,0.2846139784413522,0.24877641170491469,1.9082442589860011,2.1335963126896305,0.02753173202588738,0.0617858244784912,0.42184074071598454,-0.7058889315662461,0.1189438312290185
64,M,18,1,53706,0.42476542205767476,1.9344305220571698,3.040699640569553,3.040699640569553,7.346097637497228,3.341184657877184,0.5633794132978579,-0.8821829144875545,1.3087976717094023,5.397250181312428,2.993993085272742,0.19258248353840823,0.19258248353840823,0.1991555482510994,0.30646591459346445,0.33471133660717506,2.127013005595578,1.971819744252595,0.11829950746421031,0.0877611517414783,-2.6824532709989075,-0.5730047869223692,-0.4970036927853928
65,M,35,12,55803,0.324128530859731,2.0953509868623574,3.040699640569553,3.040699640569553,2.1330528970789544,3.025412547652995,0.8021739049605369,0.42420456052806477,0.9075521442682005,3.7905741158697266,2.9025379151208366,-0.2611230907684252,-0.2611230907684252,0.08807250818491194,0.3189502676675155,0.26780343859792255,1.8342278960939322,2.096358446042417,0.005178263192215482,0.054448188027407037,1.2898786547256518,-0.2976736660514448,0.3402858288208661
67,F,50,5,60181,0.4087802575452157,1.3449612930723676,3.040699640569553,3.040699640569553,0.6339367227367835,2.671720437402575,5.453921457031115,-0.21595137834328865,0.7224670247644799,0.5575253814206524,3.253733969972211,0.968775044464772,0.968775044464772,0.3088942278157174,0.27811935149197037,0.3109147619259805,2.3137363375371396,2.006622001435298,0.13066090605324532,0.09618486964779835,-0.6566432785089373,-0.32112968943505316,-1.1777818560219064
68,M,18,4,53706,0.36465708748031317,1.7715634421001347,3.040699640569553,3.040699640569553,2.82200465926878,2.832015702851535,2.5816036073732818,-0.6819566882957322,0.5158544507013743,1.1778336658211406,3.185688786105079,0.48096598756257514,0.48096598756257514,0.1413950800283595,0.21770384892473466,0.30370975954183804,2.25252942966271,2.023305169831785,0.1469532385555785,0.059366710098553724,-2.0736254569848356,0.019941078821877786,-1.760541846576599
69,F,25,1,02143,0.3770159557964528,1.383096250734893,3.040699640569553,3.040699640569553,-0.08673005242037768,2.553917350696434,0.46151454083347976,2.0391422052244756,1.8144256231724667,6.58852402586959,3.5572399916836126,-0.05867753724930158,-0.05867753724930158,0.21006111833807511,0.4498397578429114,0.30678454894986457,1.3244187134855914,1.9811766890679612,-0.07282380204645861,0.06868185729291365,6.200418970496269,0.5443360057386581,0.9410937785383432
70,M,18,4,53703,0.4269108105837861,1.4306670420571552,3.040699640569553,3.040699640569553,2.5847156206608988,3.056023489522236,0.42468026118001484,1.2951743072293724,0.8222111623841345,7.159974028745008,3.3436438486708426,-0.019055117162046553,-0.019055117162046553,0.247228549749061,0.41396491988324546,0.32222617195100234,1.4116119248951087,1.9547464886694184,0.012945890700540641,0.10282945994964755,3.938236050467273,-0.6786847281429861,0.5500349630678146
72,F,45,0,55122,0.41423346554483675,1.305096371948392,3.040699640569553,3.040699640569553,-0.3133239478164031,2.6332698674346777,8.185048572205345,0.0475061676838864,0.3128671338154688,0.37149439172482274,2.7955149604265346,0.588664903846335,0.588664903846335,0.278019775354545,0.31942935708637754,0.307346533760864,1.8937612757947269,1.989808474787199,0.09480410845845921,0.10495852588670537,0.1444519870012303,-0.6284882057173469,0.38884028997194203
73,M,18,4,53706,0.2837046305457276,2.136339765707293,3.040699640569553,3.040699640569553,2.0319665677621757,2.833299680469994,12.02511756908741,-0.6851654493759289,1.3642227890116336,0.25286236272534945,3.1681264067066546,-0.029295538047286573,-0.029295538047286573,-0.004009217983033984,0.3070839773388056,0.26525396668203033,2.1070442276600065,2.0794115707629546,-0.023379346793078015,0.01653130638078747,-2.0833823356480634,0.46929364631413933,-8.239195083022153
74,M,35,14,94530,0.4135713508410565,1.8561315321792344,3.040699640569553,3.040699640569553,3.979467615012522,2.762915667851378,1.4983137059421243,-0.8473574924784002,0.36668373625791456,2.0294145535147408,2.828250030263035,-0.07501058395906557,-0.07501058395906557,0.2424538486756769,0.3436296603825957,0.3139166889546879,1.7811209482201689,1.9719414968444944,0.06994169045846083,0.0977906980564397,-2.5765596228129892,-0.492549774374764,-1.2696073448131375
75,F,1,10,01748,0.47738089108240417,2.0536703083183334,3.040699640569553,3.040699640569553,7.6672410694693305,3.208755580465397,2.4056585086778495,-2.4673493230148247,6.952523845715432,1.2639780873307418,3.4186311521423103,-0.018779834607906665,-0.018779834607906665,0.36559192368494176,0.5340438218251874,0.3447995051795175,2.0348904737104268,1.9796487197398802,-0.056662930742783224,0.1293481985714652,-7.502468199650707,-0.5652055196420207,-5.935599892791145
76,M,35,7,55413,0.3406226203065289,1.935320821007655,3.040699640569553,3.040699640569553,2.37682132809156,2.655743487456755,1.4391459903958803,-0.21791155394631437,0.28388007681600874,2.112850024154337,3.180686275354843,0.044090264957446834,0.044090264957446834,0.11767016158495101,0.23526876169600858,0.31621230751592294,1.9794110859651017,1.9977270276010133,0.10535385861052032,0.022886148137722506,-0.6626035837605109,-0.11757153113346464,-0.31360653912277386
