,Unnamed: 0,userID,gender,age,occupation,zip_code,x0_actual,x1_actual,x0_pred,x1_pred,dist,actual_dev,actual_entropy,bias,bias_avg,bias_effect,bias_effect_avg,bias_ratio_in_error,bias_variance_ratio,dev,error,error_avg,filter_bubble,inflated_diversity,inflated_diversity_avg,pred_dev,pred_dev_avg,pred_entropy,pred_entropy_avg,stereotyping,stereotyping_avg,var_effect,var_effect_avg,variance_ratio_in_error
18,18,25,M,18,4,01609,6.4013634,8.3011675,6.757159,6.0075083,2.321091,0.4538419094973943,1.65787145889014,3.040699640569553,3.040699640569553,1.465554522994657,2.9558010146405618,6.153813626512535,-0.5540874927073152,0.6931135711569185,0.4941163033390022,3.005537784242564,0.4323931646896672,0.4323931646896672,0.3739803684506915,0.2456347360294204,0.3074505817443883,2.0902646235798072,2.0096541214330013,0.2082071734679738,0.1436704941909562,-1.6848136399192182,-1.1864827122678,-3.409751162902441
19,19,26,M,25,7,23112,0.60561234,6.829514,0.27983546,2.8739395,3.9689672,0.2708303991241663,1.7730128237711686,3.040699640569553,3.040699640569553,0.6081085436358293,2.7133011151219875,2.9462326715274023,0.0572100139362504,0.5591714273606774,1.0320636485892938,2.6089945548630293,-0.1357204056149785,-0.1357204056149785,-0.022590795407246,0.3946652055370989,0.2624875775519851,1.63729241815619,2.097550424117763,-0.1238348064129326,0.0068823501632371,0.1739584688129358,-0.0515398326493865,0.168554012197519
20,20,27,M,25,11,19130,4.073426,10.432455,3.580011,10.307022,0.5091087,0.4160859016415789,2.150977414347975,3.040699640569553,3.040699640569553,5.848694088595029,3.0469611933969576,1.4736306654553724,-1.547250681556001,0.7224992106054121,2.063406871103578,2.659905988725791,0.207170746519909,0.207170746519909,0.2434514865420592,0.2979063563909456,0.3094557029734568,2.3581481608678843,1.9980765036289316,0.1181795452506332,0.105265828899893,-4.704724591278328,-1.1287568266962662,-2.280076051487648
21,21,28,F,25,1,14607,2.6309721,8.280591,3.354201,10.028801,1.8919033,0.234848608159929,2.0066401356534893,3.040699640569553,3.040699640569553,1.3708323425357145,2.6625250939643026,2.2685126346793325,-0.0704699140076618,0.614239128121861,1.3403935222072825,2.664767980400352,0.1325561341810455,0.1325561341810455,-0.018852209139571,0.2921725971592058,0.2639183846990913,2.139196269834535,2.0998602752344486,-0.0573239889992767,-0.0306872675926782,-0.2142778421940645,-0.1261657462801888,-0.1598618902911469
22,22,29,M,35,7,33407,9.627934,7.593633,10.392567,5.519585,2.2105062,0.4090587589974685,1.9219474706067483,3.040699640569553,3.040699640569553,1.9424485219322176,2.6807381004180257,5.563937389444004,-0.6682597293973264,1.7490507503729746,0.546501412172326,3.2937009529627814,0.1609794869584273,0.1609794869584273,0.3087147686856972,0.3541652060758682,0.3122743417488953,2.0829269575651757,2.0114817185404337,0.0548935529216002,0.0950320772049978,-2.031977118985557,-0.3579989068024974,-3.718155294253517
23,23,30,F,35,7,19143,4.132952,8.995857,0.13187887,6.9574094,4.4904184,0.5816694097879809,0.6931471805600046,3.040699640569553,3.040699640569553,-0.5566062406204286,5.318918866357494,2.564283937622988,0.1637706287636622,0.3014904865396136,1.185788982240472,4.358468693562414,0.9276582020267288,0.9276582020267288,0.6771027187487472,0.3990677307743263,0.3763776708472603,1.6208053825867337,1.9177373582937016,0.1826016790136546,0.196263217976422,0.4979772920175174,-2.30221586946171,0.4199543927930763
24,24,31,M,56,7,06840,1.7887332,2.33845,5.0072727,3.3641922,3.3780384,0.3676030563304912,1.7495054137400998,3.040699640569553,3.040699640569553,3.6389367829852346,2.875666163741392,1.1495314936016343,-0.4961105953655702,5.926475500905374,2.645164275615136,3.237794648288766,0.5447834531274107,0.5447834531274107,0.205339067160465,0.3922781013794001,0.2925082622880827,2.2942888668675105,2.054305193098718,-0.0246750450489089,0.0732422536381579,-1.5085233090108363,-0.3813220143210306,-0.5702947536821801
25,25,32,F,25,0,19355,6.721871,9.315069,0.9500089,7.427072,6.072802,0.5869290551959844,0.9009088732255274,3.040699640569553,3.040699640569553,0.1946267408872166,5.047147842217993,3.443797310261517,-0.2216259902321042,0.2769639012820752,0.8829496531370038,4.4467430422494685,0.9023176770609452,0.9023176770609452,0.7434486480509996,0.3316813460198375,0.3570805555308114,1.8032265502864728,1.9316234569117956,0.2552477091761468,0.2201650379783987,-0.6738980688396305,-2.057138846444218,-0.7632349890453657
26,26,33,M,45,3,55421,4.850699,8.214952,6.802421,7.997609,1.9637865,0.2649939267731009,2.1718739401472957,3.040699640569553,3.040699640569553,3.705006554666984,2.644435991399789,5.139735580474752,-1.1113380769830348,1.0365219675666928,0.5916062398464255,3.0639596898812496,0.1832854236524115,0.1832854236524115,0.0522612087456668,0.2554934218801367,0.2717044809987365,2.3551593637997073,2.0998547161816665,0.0095005048929642,-0.008503630864925,-3.379245291233572,-0.0866891062294017,-5.711983856206093
27,27,34,F,18,0,02135,2.0257256,2.079766,3.4471047,5.2047358,3.4330387,0.406138123887626,1.4265180108453783,3.040699640569553,3.040699640569553,2.937326793530544,3.024301944583716,0.5776464355050603,0.5535900030253966,0.4620558846792446,5.263945994769175,3.295902227923089,0.7542077504860609,0.7542077504860609,0.24119440498935,0.2468004870175121,0.3138237926191969,2.1807257613314395,2.0130235884255656,0.1593376368701138,0.0909010280739165,1.6833009232222214,-0.0441174099166696,0.3197792919788559
28,28,35,M,45,1,02482,1.808966,7.0410857,2.476375,10.129625,3.1598277,0.3149390240814968,2.1134722727664723,3.040699640569553,3.040699640569553,4.683895178765281,2.714702150632547,0.5054165272097261,0.3077432528685458,0.5732878472443774,6.01622518629628,2.7127913629911165,-0.1093627415440372,-0.1093627415440372,0.0949158694233679,0.3520033227393893,0.2585885214302613,2.004109531222435,2.1075492841338312,-0.0370642986578925,0.0547379950197371,0.9357547983850923,-0.0760642633448245,0.155538526137045
29,29,36,M,25,3,94123,3.6606486,4.1781573,2.738289,7.3149114,3.2695525,0.1726269959489278,2.227572367922503,3.040699640569553,3.040699640569553,2.2198393279837405,3.1627359004035984,1.4502180991052052,-0.076791861860373,0.3461457386660996,2.0967188607325244,2.7294302539462154,-0.125163652907966,-0.125163652907966,-0.1163151535056309,0.2063779478207415,0.230516667926622,2.102408715014537,2.176111958496016,-0.0337509518718136,-0.0616865421918723,-0.233500986757503,-0.1917716143119236,-0.1113649479338997
30,30,37,F,25,9,66212,0.11449456,3.006341,0.12237245,2.8833067,0.123286195,0.4431127936708439,1.5506596599603166,3.040699640569553,3.040699640569553,1.2847458912667769,2.4054297594416036,0.6719379588688607,0.8047391941369625,7.75137624459587,4.525268442473859,2.994180293144579,-0.0861785602626921,-0.0861785602626921,0.5099203193590001,0.5212853105805937,0.3050768318355365,1.4644810996976243,2.0738796006857503,-0.0781725169097498,0.1359970086846445,2.4469701783644937,-0.5801376220478676,0.5407348115301625
31,31,38,F,18,4,02215,0.7655798,7.1156797,0.39706275,3.8604863,3.275987,0.2933889849246174,1.834353491841568,3.040699640569553,3.040699640569553,1.4027694943187083,2.7264980872698334,0.7261071082870026,0.8244116889367936,1.910775308410322,4.18767369974249,3.193625865012129,-0.2957703784511756,-0.2957703784511756,-0.001515122228604,0.4397552301913793,0.2896418889689136,1.5385831133903924,2.0412307597572017,-0.1463662452667619,0.0025558769126003,2.5067883262314465,0.0228872495522942,0.5986111874918991
32,32,39,M,18,4,61820,6.9706535,5.5162826,4.0188165,6.100473,3.0090895,0.4807541743590814,1.4879095461526473,3.040699640569553,3.040699640569553,0.7050334053071196,3.149418838016437,4.5360828629024175,-0.2649028653385141,0.4004401952845646,0.6703359996876155,3.685771561016336,0.7276293227062207,0.7276293227062207,0.4739279932076266,0.1679192420935203,0.3299367869876974,2.215538868858868,2.0014584410265677,0.3128349322655611,0.1486749759570558,-0.8054900474206645,-0.7494004563943227,-1.201621347795781
33,33,40,M,45,0,10543,6.38853,7.925016,10.275595,5.556431,4.551864,0.4488991265549261,2.052530809404916,3.040699640569553,3.040699640569553,3.4732625633174,2.753666768133671,1.3955096918845968,-0.7146314850315318,1.8652887754317613,2.1789168919802866,3.164184211491687,-0.0144961583186233,-0.0144961583186233,0.3229211359863824,0.3816966041682748,0.3286878365052454,2.038034651086293,1.943460166918133,0.0672025223866513,0.1181049167709608,-2.1729796996750648,0.021979112547972,-0.9972751634873848
34,34,42,M,25,8,24502,7.6996384,5.1797,10.33928,6.2554073,2.850413,0.339632888550382,2.1175720321841736,3.040699640569553,3.040699640569553,2.9706485258244695,3.009416576394085,0.9058236993260714,-0.0230733293974909,2.057428884219903,3.356833832932191,3.169918671698737,-0.260788346300677,-0.260788346300677,0.0679346605416651,0.3720724604698178,0.3092106644230786,1.8567836858834963,1.985157999577544,-0.0324395719194358,0.0289181849135237,-0.0701590644056935,0.1201052800928411,-0.0209003685906042
35,35,43,M,25,12,60614,1.487915,1.728278,0.9501996,5.0981555,3.412508,0.5043790707296916,0.8675632284815168,3.040699640569553,3.040699640569553,-0.2163021399549044,2.4758777861392955,5.350199333733948,-0.0390228842676714,0.2757100100841299,0.5683338976545055,2.914117772992298,1.0004004167943128,1.0004004167943128,0.5554107114520916,0.3054660799650328,0.3367747069780005,1.8679636452758297,1.912838699166027,0.1989129907646587,0.1645095310691298,-0.1186568701666959,-0.8772190601167703,-0.2087802094092728
36,36,44,M,45,17,98052,4.96256,3.9643812,5.8282657,5.492819,1.7565783,0.3313324304612626,2.310426853270927,3.040699640569553,3.040699640569553,4.415747160749446,2.8312949342742586,2.04596077901889,-1.1093105748939769,0.6849657109618963,1.4861964470441489,2.836076707818913,-0.0009352404988827,-0.0009352404988827,0.0636934918006545,0.1921388392697171,0.2875185497604119,2.309491612772044,2.0220220358594503,0.1391935911915454,0.0420574298858363,-3.3730802663601187,-0.2713256459991128,-2.2696059279839726
37,37,45,F,45,16,94110,0.53043836,2.4413705,-0.0439477,3.0205572,0.81570613,0.4255857449176956,1.4447537495276566,3.040699640569553,3.040699640569553,1.0402612625410468,3.450416848780937,1.2097821607202837,0.2621464744578902,3.2059537036543526,2.513427408087397,3.2566738507670574,0.0419347285169415,0.0419347285169415,0.1885191901970325,0.5343558026386963,0.333548693672335,1.486688478044598,1.962609766284813,-0.1087700577210007,0.0902705448592289,0.7971086906606821,-0.5202636356565352,0.317140128294871
38,38,46,M,18,19,75602,8.669422,2.4665723,8.622555,2.542803,0.08948564,0.7413139329887592,0.3767701612564967,3.040699640569553,3.040699640569553,16.063960638522346,7.061118881330887,15.877158334378398,-6.175162692737626,17.578146389434707,0.1915140969518207,3.788528957283828,0.6400239187770785,0.6400239187770785,1.0691048042534268,0.6365784864757114,0.3642906207830395,1.0167940800335753,1.893986449963128,0.1047354465130478,0.30256373109447,-18.77681498026581,-5.2320999815847635,-98.04403581314176
39,39,48,M,25,4,92107,4.3961916,5.3478994,3.0872965,4.7087455,1.4566139,0.2942647188817809,2.565934732860362,3.040699640569553,3.040699640569553,8.354508054416703,2.8194210868989824,0.5688226093892342,-1.1273708716159418,0.5617416931120635,5.345602636706836,3.1438436985579865,-0.360713732261102,-0.360713732261102,0.030196484763708,0.2423608966457451,0.2831902801370446,2.20522100059926,2.0734015118651823,0.0519038222360357,0.0096405920584589,-3.427996204111178,0.0568552022697883,-0.6412740409419954
40,40,49,M,18,12,77084,4.091604,8.734011,9.438497,6.4681025,5.8072023,0.3956188965716886,2.1253096101459676,3.040699640569553,3.040699640569553,5.414173101240405,2.5425515635394023,0.526475350184645,-0.0750330169190992,1.328488599901468,5.775578361841863,3.2090110115464814,0.0073606976787967,0.0073606976787967,0.2480241968027894,0.3095289549521661,0.3377167997051813,2.1326703078247644,1.9509477263451125,0.0860899416195224,0.05637729905999,-0.2281528675767541,0.238931065343153,-0.0395030338578931
41,41,51,F,1,10,10562,5.0989475,3.0629482,1.6860821,3.0645707,3.4128656,0.6071024294075609,1.5890269151740202,3.040699640569553,3.040699640569553,8.699459071442528,4.388701567336781,0.4623989451129002,-1.1896159346677857,0.9765849045663236,6.575922529034165,3.481064178397704,-0.150981551835992,-0.150981551835992,0.6074610817206443,0.4160114444081931,0.359759197545255,1.438045363338028,1.895489545976388,0.1910909849993677,0.2362335668810286,-3.617264744960148,-3.5483341856719255,-0.5500771532798808
42,42,52,M,18,4,72212,9.19648,7.7239003,10.115646,7.3518,0.9916279,0.4609141770989962,1.647918433002208,3.040699640569553,3.040699640569553,0.5666043305149294,2.6341381037136684,1.2857904493315957,0.3511936037698902,1.777716740800343,2.364848519562599,3.2504574254631415,0.1778724013126267,0.1778724013126267,0.3827855221388445,0.3776354461626462,0.3240172505660492,1.8257908343148348,1.925922254544396,0.0832787309363499,0.1351679948082552,1.0678742647534312,-0.6099360348191631,0.4515613815936694
43,43,53,M,25,0,96931,3.798614,7.381879,3.9741821,4.7206388,2.667025,0.1453097614102648,2.5001225907070053,3.040699640569553,3.040699640569553,4.51983423045819,3.079929541704024,0.5947631551542119,0.1666692292389133,0.4684072107058571,5.112454620328914,2.608968872759132,-0.3694181031476513,-0.3694181031476513,-0.1190887321517726,0.2095425575267311,0.2306296426577239,2.130704487559354,2.188807503624828,-0.0642327961164663,-0.0937437440397877,0.5067910654407681,-0.4514085066441637,0.0991287166492567
44,44,54,M,50,1,56723,2.0693305,2.400926,2.1546671,8.637384,6.2370424,0.4393503348005436,1.5242292935984023,3.040699640569553,3.040699640569553,3.648972920628944,3.224423074790744,1.41473366871962,-0.7417277581748977,0.4802621074432834,2.1493088825131905,3.1268095583505184,0.7229966365419069,0.7229966365419069,0.2826087030542096,0.2559568023325672,0.3354075084039239,2.2472259301403095,1.9521999259205405,0.1833935324679764,0.1020968626374417,-2.2553713276828717,-0.6843527808984483,-1.049347232513952
45,45,56,M,35,20,60440,2.1121643,5.0835032,2.4607413,7.699594,2.6392114,0.3713133790726571,1.9239383149174327,3.040699640569553,3.040699640569553,2.502052250655118,2.5464215711522526,0.6043567668882632,0.6755677762091223,0.3247815259657652,5.031299072277508,3.1490753239229172,0.0695063093921251,0.0695063093921251,0.2593895302368718,0.2112774500694281,0.2846009599163802,1.9934446243095576,2.080055073034345,0.160035929003229,0.0854144614619365,2.0541986942994503,0.0456121822272255,0.4082839570436389
46,46,57,M,18,19,30350,3.0713608,7.397496,3.4191291,8.147676,0.8268695,0.3796680974221013,1.9791017289054824,3.040699640569553,3.040699640569553,5.1322054171392235,2.4327670088470903,0.3102442641075769,1.3613851395893448,0.3557405412737253,9.800985843577733,3.384298597994357,0.0891458947987984,0.0891458947987984,0.1910176063526067,0.2355796661869212,0.304978636657169,2.068247623704281,1.9767202713648049,0.1440884312351801,0.0728318773963645,4.139563304626051,0.7130949551455543,0.4223619307988872
47,47,58,M,25,2,30303,5.726444,5.883945,7.248853,5.884389,1.5224094,0.1824523922586425,2.3077886716833373,3.040699640569553,3.040699640569553,3.218357038884466,3.232431123122396,3.047479852872256,-0.7731637883596684,0.7740496228131082,0.997775141221586,2.8528884685725826,-0.0420702529280836,-0.0420702529280836,-0.1126602843171215,0.2147373318241061,0.2367520020508059,2.2657184187552537,2.1707990143642464,-0.0322849395654636,-0.058273990118156,-2.3509588533666377,-0.5329251557827873,-2.356201067996478
48,48,59,F,50,1,55413,0.96349627,8.641414,1.1030332,9.343623,0.71593904,0.3429667415485508,1.9486439501072363,3.040699640569553,3.040699640569553,4.245753564511232,2.5421668645752207,1.80980731992846,-0.9995881767167312,0.3645532862052542,1.6801234071092987,2.9009690462823357,0.0491808938806126,0.0491808938806126,0.1553711381988708,0.3082919507614707,0.2820079372156964,1.997824843987849,2.067834813429478,0.0346747907870801,0.0596906243452123,-3.039447409660139,-0.4340603773234816,-1.8090619991358832
49,49,60,M,50,1,72118,6.547355,5.899879,8.835107,7.006102,2.5411685,0.4222240600256773,2.2446059908974267,3.040699640569553,3.040699640569553,5.406250326899261,3.054956431768994,0.2623502828281964,1.7673364542932344,0.9000697752229081,11.590228178106427,2.8161937520718534,-0.2842481159873691,-0.2842481159873691,0.2506000189813582,0.2973275936631779,0.3393896115503519,1.9603578749100576,1.9522689708253187,0.1248964663624994,0.0813144605088804,5.373939321334906,-0.3688405833905347,0.4636612186364118
50,50,62,F,35,3,98105,1.5136876,7.3490405,2.8560848,9.62279,2.6404486,0.2164110576729884,2.1082718840989947,3.040699640569553,3.040699640569553,2.523525297705177,3.0142192417888793,2.055298832469769,-0.3963146258423497,0.5021997592258705,1.4794440557900126,2.75619351656931,0.0314830838688213,0.0314830838688213,-0.0549597784077807,0.2946053616609769,0.2383827487782936,2.139754967967816,2.1340194527884826,-0.0781943039879884,-0.0237667257397858,-1.2050737403512897,-0.4001403242141153,-0.8145449877844748
51,51,63,M,18,4,54902,0.7943748,8.511185,0.825682,8.758086,0.24887848,0.3121457104672396,1.9162233911432835,3.040699640569553,3.040699640569553,2.78997891018938,2.82221694413561,0.857367318889542,0.138731473206926,0.3144882064804779,3.5465541706299843,2.818032905632771,-0.0079791321572824,-0.0079791321572824,0.120733435602696,0.2846139784413522,0.2487764117049146,1.9082442589860011,2.1335963126896305,0.0275317320258873,0.0617858244784912,0.4218407407159845,-0.7058889315662461,0.1189438312290185
52,52,64,M,18,1,53706,7.991441,3.3324025,8.960516,5.903666,2.747818,0.4247654220576747,1.9344305220571696,3.040699640569553,3.040699640569553,7.346097637497228,3.341184657877184,0.5633794132978579,-0.8821829144875545,1.3087976717094023,5.397250181312428,2.993993085272742,0.1925824835384082,0.1925824835384082,0.1991555482510994,0.3064659145934644,0.334711336607175,2.127013005595578,1.971819744252595,0.1182995074642103,0.0877611517414783,-2.6824532709989075,-0.5730047869223692,-0.4970036927853928
53,53,65,M,35,12,55803,6.7581,6.579828,9.298019,7.556132,2.7210953,0.324128530859731,2.0953509868623574,3.040699640569553,3.040699640569553,2.1330528970789544,3.025412547652995,0.8021739049605369,0.4242045605280647,0.9075521442682004,3.7905741158697266,2.9025379151208366,-0.2611230907684252,-0.2611230907684252,0.0880725081849119,0.3189502676675155,0.2678034385979225,1.834227896093932,2.096358446042417,0.0051782631922154,0.054448188027407,1.2898786547256518,-0.2976736660514448,0.3402858288208661
54,54,67,F,50,5,60181,-0.45642802,9.168482,3.8184552,9.781774,4.318652,0.4087802575452157,1.3449612930723676,3.040699640569553,3.040699640569553,0.6339367227367835,2.671720437402575,5.453921457031115,-0.2159513783432886,0.7224670247644799,0.5575253814206524,3.253733969972211,0.968775044464772,0.968775044464772,0.3088942278157174,0.2781193514919703,0.3109147619259805,2.3137363375371396,2.006622001435298,0.1306609060532453,0.0961848696477983,-0.6566432785089373,-0.3211296894350531,-1.1777818560219064
